movie_id,rating,movie_title,total_ratings
1318,4.4452296819788,"Shawshank Redemption, The (1994)",283
774,3.775,Jaws (1975),280
644,3.76428571428571,Groundhog Day (1993),280
89,3.93115942028985,Apollo 13 (1995),276
51,4.16304347826087,Amadeus (1984),276
185,4.13818181818182,Blade Runner (1982),275
1538,3.48529411764706,"Truth About Cats & Dogs, The (1996)",272
1298,4.01119402985075,Sense and Sensibility (1995),268
1211,3.64419475655431,Ransom (1996),267
1573,4.38576779026217,"Usual Suspects, The (1995)",267
1103,4.29166666666667,One Flew Over the Cuckoo's Nest (1975),264
798,3.72030651340996,Jurassic Park (1993),261
477,2.98069498069498,Evita (1996),259
8,3.96911196911197,2001: A Space Odyssey (1968),259
1209,3.875,Raising Arizona (1987),256
374,3.79296875,Dances with Wolves (1990),256
236,3.03149606299213,Broken Arrow (1996),254
391,3.91633466135458,Dead Poets Society (1989),251
200,3.83665338645418,"Blues Brothers, The (1980)",251
555,3.66135458167331,Four Weddings and a Funeral (1994),251
580,3.59362549800797,"Game, The (1997)",251
1525,3.884,Trainspotting (1996),250
529,3.78542510121457,"Fish Called Wanda, A (1988)",247
1645,4.07723577235772,"Wizard of Oz, The (1939)",246
1398,3.8155737704918,Star Trek: The Wrath of Khan (1982),244
1147,3.55737704918033,Phenomenon (1996),244
274,4.45679012345679,Casablanca (1942),243
415,3.8724279835391,Die Hard (1988),243
1408,4.05809128630705,"Sting, The (1973)",241
412,3.10833333333333,"Devil's Own, The (1997)",240
379,2.93333333333333,Dante's Peak (1997),240
628,4.10460251046025,"Graduate, The (1967)",239
1190,4.10041841004184,Psycho (1960),239
1302,3.84745762711864,Seven (Se7en) (1995),236
1496,3.68534482758621,"Time to Kill, A (1996)",232
763,4.12121212121212,It's a Wonderful Life (1946),231
734,3.30434782608696,In & Out (1997),230
1374,3.64782608695652,Speed (1994),230
716,3.86343612334802,"Hunt for Red October, The (1990)",227
1387,3.88105726872247,Stand by Me (1986),227
624,3.95132743362832,GoodFellas (1990),226
667,3.5695067264574,Heat (1995),223
1366,3.76576576576577,"Sound of Music, The (1965)",222
318,3.90950226244344,"Clockwork Orange, A (1971)",221
346,3.61085972850679,Courage Under Fire (1996),221
88,4.04524886877828,Apocalypse Now (1979),221
1517,3.48181818181818,Top Gun (1986),220
868,3.78181818181818,"Lion King, The (1994)",220
37,3.81278538812785,Aladdin (1992),219
110,3.99543378995434,Babe (1995),219
1589,2.80821917808219,Volcano (1997),219
1508,4.29223744292237,To Kill a Mockingbird (1962),219
1021,3.08715596330275,Murder at 1600 (1997),218
946,2.84792626728111,Mars Attacks! (1996),217
250,3.94907407407407,Butch Cassidy and the Sundance Kid (1969),216
1136,3.5953488372093,"People vs. Larry Flynt, The (1996)",215
1340,3.53990610328638,Sleepless in Seattle (1993),213
518,3.69811320754717,Field of Dreams (1989),212
1402,3.23222748815166,Starship Troopers (1997),211
592,3.55023923444976,Get Shorty (1995),209
614,4.1866028708134,"Godfather: Part II, The (1974)",209
1216,4.38755980861244,Rear Window (1954),209
1534,3.5625,True Lies (1994),208
227,3.81730769230769,Brazil (1985),208
910,3.9126213592233,M*A*S*H (1970),206
464,3.1504854368932,Eraser (1996),206
1323,3.8252427184466,"Shining, The (1980)",206
143,3.79207920792079,Beauty and the Beast (1991),202
210,4.20398009950249,"Boot, Das (1981)",201
133,3.42786069651741,Batman (1989),201
1658,3.945,Young Frankenstein (1974),200
1392,3.44723618090452,Star Trek IV: The Voyage Home (1986),199
622,4.26262626262626,Good Will Hunting (1997),198
304,4.29292929292929,Citizen Kane (1941),198
520,3.47715736040609,"Fifth Element, The (1997)",197
581,4.02051282051282,Gandhi (1982),195
434,4.25257731958763,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),194
485,3.7680412371134,Face/Off (1997),194
1498,3.16062176165803,Tin Cup (1996),193
1014,3.41145833333333,Mrs. Doubtfire (1993),192
1482,3.90575916230367,This Is Spinal Tap (1984),191
1271,3.5,Sabrina (1995),190
208,3.58730158730159,Boogie Nights (1997),189
411,3.51595744680851,"Devil's Advocate, The (1997)",188
884,4.05347593582888,Lone Star (1996),187
885,3.47027027027027,"Long Kiss Goodnight, The (1996)",185
1557,3.76086956521739,Ulee's Gold (1997),184
977,3.41847826086957,Mighty Aphrodite (1995),184
1168,3.9672131147541,"Postino, Il (1994)",183
1566,3.86813186813187,Unforgiven (1992),182
1457,4.12087912087912,Taxi Driver (1976),182
381,3.65,Dave (1993),180
539,3.6,Fly Away Home (1996),180
1516,3.42777777777778,Tomorrow Never Dies (1997),180
83,3.91111111111111,Annie Hall (1977),180
1078,4.28491620111732,North by Northwest (1959),179
1581,4.25139664804469,Vertigo (1958),179
313,3.56983240223464,Clear and Present Danger (1994),179
1177,3.60112359550562,Primal Fear (1996),178
948,3.7247191011236,Mary Poppins (1964),178
456,3.71751412429379,Emma (1996),177
1468,3.46590909090909,That Thing You Do! (1996),176
1017,4.0625,Much Ado About Nothing (1993),176
340,3.37714285714286,Cop Land (1997),175
1202,3.64571428571429,Quiz Show (1994),175
578,3.36,G.I. Jane (1997),175
495,3.77011494252874,Fantasia (1940),174
1267,3.44827586206897,Rumble in the Bronx (1995),174
998,3.74712643678161,Monty Python's Life of Brian (1979),174
852,4.23121387283237,Lawrence of Arabia (1962),173
1026,3.36046511627907,My Best Friend's Wedding (1997),172
1351,3.7093023255814,Snow White and the Seven Dwarfs (1937),172
611,4.07602339181287,Glory (1989),171
619,3.87134502923977,Gone with the Wind (1939),171
263,3.45614035087719,Cape Fear (1991),171
668,3.69005847953216,Heathers (1989),171
1391,3.11111111111111,Star Trek III: The Search for Spock (1984),171
172,3.90058479532164,Big Night (1996),171
597,3.46470588235294,Ghost (1990),170
572,3.68235294117647,Full Metal Jacket (1987),170
632,3.34705882352941,Grease (1978),170
320,3.45882352941177,Clueless (1995),170
1003,3.1301775147929,Mother (1996),169
740,3.79289940828402,In the Line of Fire (1993),169
1339,3.51479289940828,Sleepers (1996),169
475,3.27380952380952,Everyone Says I Love You (1996),168
1150,3.60119047619048,"Piano, The (1993)",168
416,3.35542168674699,Die Hard 2 (1990),166
233,4.17575757575758,"Bridge on the River Kwai, The (1957)",165
338,3.99390243902439,Cool Hand Luke (1967),164
56,3.6280487804878,"American President, The (1995)",164
1174,3.32317073170732,Pretty Woman (1990),164
1086,2.91411042944785,"Nutty Professor, The (1996)",163
180,3.80864197530864,"Birds, The (1963)",162
1296,4.26543209876543,Secrets & Lies (1996),162
821,3.12962962962963,Kingpin (1996),162
1621,3.54938271604938,While You Were Sleeping (1995),162
588,2.68518518518519,George of the Jungle (1997),162
1394,3.27950310559006,Star Trek VI: The Undiscovered Country (1991),161
528,3.01875,"First Wives Club, The (1996)",160
93,4.1,Apt Pupil (1998),160
643,3.675,Grosse Pointe Blank (1997),160
892,2.94303797468354,"Lost World: Jurassic Park, The (1997)",158
436,3.08227848101266,Dragonheart (1996),158
1242,3.9171974522293,"Right Stuff, The (1983)",157
1442,3.82802547770701,Swingers (1996),157
479,3.35668789808917,Executive Decision (1996),157
144,2.78846153846154,Beavis and Butt-head Do America (1996),156
1303,3.45806451612903,Seven Years in Tibet (1997),155
350,3.62987012987013,Crimson Tide (1995),154
686,3.5359477124183,Highlander (1986),153
567,3.76470588235294,Fried Green Tomatoes (1991),153
28,4.18421052631579,"African Queen, The (1951)",152
17,3.58940397350993,"Abyss, The (1989)",151
417,3.28476821192053,Die Hard: With a Vengeance (1995),151
525,3.27814569536424,"Firm, The (1993)",151
1227,3.94,"Remains of the Day, The (1993)",150
1350,3.51333333333333,Sneakers (1992),150
1184,3.70469798657718,"Professional, The (1994)",149
654,3.38926174496644,Happy Gilmore (1996),149
645,3.04054054054054,Grumpier Old Men (1995),148
314,3.80405405405405,Clerks (1994),148
866,3.80405405405405,Like Water For Chocolate (Como agua para chocolate) (1992),148
1232,3.98648648648649,Reservoir Dogs (1992),148
426,3.80272108843537,Donnie Brasco (1997),147
297,4.13605442176871,Chinatown (1974),147
1245,3.14383561643836,"River Wild, The (1994)",146
1207,3.6,"Rainmaker, The (1997)",145
769,3.2551724137931,Jackie Chan's First Strike (1996),145
1064,3.58741258741259,"Nightmare Before Christmas, The (1993)",143
1370,2.61538461538462,Spawn (1997),143
824,3.46153846153846,Kiss the Girls (1997),143
135,2.6830985915493,Batman Returns (1992),142
927,4.21014492753623,"Maltese Falcon, The (1941)",138
1290,3.90579710144928,Searching for Bobby Fischer (1993),138
328,3.45985401459854,Con Air (1997),137
1334,3.99270072992701,Singin' in the Rain (1952),137
1590,3.51094890510949,Wag the Dog (1997),137
1148,3.85401459854015,Philadelphia (1993),137
623,3.86131386861314,"Good, The Bad and The Ugly, The (1966)",137
754,3.18248175182482,Interview with the Vampire (1994),137
691,3.08759124087591,Home Alone (1990),137
586,3.59558823529412,Gattaca (1997),136
1343,4.19852941176471,Sling Blade (1996),136
1133,3.99264705882353,Patton (1970),136
1134,3.27205882352941,"Peacemaker, The (1997)",136
356,3.41791044776119,"Crow, The (1994)",134
1258,3.98507462686567,"Room with a View, A (1986)",134
1019,2.83582089552239,Multiplicity (1996),134
451,3.6015037593985,Ed Wood (1994),133
795,2.43939393939394,Jungle2Jungle (1997),132
937,4.25954198473283,"Manchurian Candidate, The (1962)",131
617,3.20610687022901,GoldenEye (1995),131
1038,3.43076923076923,Mystery Science Theater 3000: The Movie (1996),130
105,3.24615384615385,Austin Powers: International Man of Mystery (1997),130
301,3.58139534883721,Cinderella (1950),129
951,3.1937984496124,"Mask, The (1994)",129
213,3.82170542635659,Bound (1996),129
1322,3.92248062015504,Shine (1996),129
599,3.203125,"Ghost and the Darkness, The (1996)",128
506,2.8984375,Father of the Bride Part II (1995),128
349,2.546875,Crash (1996),128
847,3.546875,"Last of the Mohicans, The (1992)",128
1357,3.984375,Some Like It Hot (1959),128
1044,2.953125,Natural Born Killers (1994),128
955,3.46875,Maverick (1994),128
1400,3.14173228346457,Stargate (1994),127
16,3.37007874015748,Absolute Power (1997),127
1067,4.00787401574803,Nikita (La Femme Nikita) (1990),127
714,3.37795275590551,"Hunchback of Notre Dame, The (1996)",127
472,2.5748031496063,Event Horizon (1997),127
1158,3.69291338582677,Platoon (1986),127
771,3.12698412698413,James and the Giant Peach (1996),126
768,3.64285714285714,Jackie Brown (1997),126
322,3.824,Cold Comfort Farm (1995),125
4,4.344,12 Angry Men (1957),125
890,3.136,Lost Highway (1997),125
1028,3.816,My Fair Lady (1964),125
60,3.85483870967742,Amistad (1997),124
44,3.09677419354839,Alien: Resurrection (1997),124
678,4.13709677419355,Henry V (1989),124
154,3.83064516129032,Ben-Hur (1959),124
636,4.10483870967742,"Great Escape, The (1963)",124
1560,3.29032258064516,Under Siege (1992),124
444,3.49593495934959,Dumbo (1941),123
207,3.81967213114754,Bonnie and Clyde (1967),122
302,4.17355371900826,Cinema Paradiso (1988),121
816,4.13223140495868,"Killing Fields, The (1984)",121
659,3.81818181818182,Harold and Maude (1971),121
271,3.50413223140496,Carrie (1976),121
923,3.94214876033058,"Magnificent Seven, The (1954)",121
1033,3.85123966942149,My Left Foot (1989),121
224,3.15833333333333,Bram Stoker's Dracula (1992),120
1049,3.00833333333333,"Net, The (1995)",120
400,3.83333333333333,"Deer Hunter, The (1978)",120
972,3.31932773109244,Michael (1996),119
1214,3.66386554621849,Real Genius (1985),119
363,3.6218487394958,"Crying Game, The (1992)",119
1653,4.46610169491525,"Wrong Trousers, The (1993)",118
826,3.99145299145299,Kolya (1996),117
1397,3.03418803418803,Star Trek: The Motion Picture (1979),117
697,4.09401709401709,Hoop Dreams (1994),117
1205,4.12068965517241,Raging Bull (1980),116
1396,3.33620689655172,Star Trek: Generations (1994),116
151,3.9051724137931,Being There (1979),116
95,3.43103448275862,Army of Darkness (1993),116
141,3.39130434782609,Beautiful Girls (1996),115
98,4.07826086956522,Arsenic and Old Lace (1944),115
568,3.23478260869565,"Frighteners, The (1996)",115
1614,3.53913043478261,What's Eating Gilbert Grape (1993),115
1156,3.35087719298246,Pink Floyd - The Wall (1982),114
134,2.66666666666667,Batman Forever (1995),114
1262,3.66666666666667,Rosewood (1997),114
454,3.53982300884956,"Edge, The (1997)",113
1610,3.72321428571429,Welcome to the Dollhouse (1995),112
99,4.19642857142857,As Good As It Gets (1997),112
1102,3.23214285714286,One Fine Day (1996),112
319,4.49107142857143,"Close Shave, A (1995)",112
1065,3.17117117117117,"Nightmare on Elm Street, A (1984)",111
25,3.59459459459459,"Adventures of Priscilla, Queen of the Desert, The (1994)",111
712,3.55454545454545,"Hudsucker Proxy, The (1994)",110
3,2.90825688073394,101 Dalmatians (1996),109
1514,3.66666666666667,Tombstone (1993),108
730,3.61111111111111,"Ice Storm, The (1997)",108
329,3.04672897196262,Conan the Barbarian (1981),107
1633,3.59433962264151,William Shakespeare's Romeo and Juliet (1996),106
256,2.33962264150943,"Cable Guy, The (1996)",106
1097,3.55660377358491,On Golden Pond (1981),106
1286,3.21698113207547,Scream 2 (1997),106
1009,4.12380952380952,Mr. Smith Goes to Washington (1939),105
348,3.11538461538462,"Craft, The (1996)",104
1535,3.61538461538462,True Romance (1993),104
1114,3.24038461538462,Outbreak (1995),104
1417,4.02884615384615,Strictly Ballroom (1992),104
1149,4.11538461538462,"Philadelphia Story, The (1940)",104
18,3.04854368932039,Ace Ventura: Pet Detective (1994),103
742,3.91176470588235,In the Name of the Father (1993),102
1604,2.80392156862745,Waterworld (1995),102
877,3.67647058823529,Little Women (1994),102
155,3.46078431372549,Benny & Joon (1993),102
1659,3.20792079207921,Young Guns (1988),101
128,3.22772277227723,Basic Instinct (1992),101
1305,3.47524752475248,"Sex, Lies, and Videotape (1989)",101
432,2.7029702970297,Down Periscope (1996),101
985,3.72277227722772,Miracle on 34th Street (1994),101
1157,3.67326732673267,Pinocchio (1940),101
983,2.74257425742574,Mimic (1997),101
1183,3.53,Private Parts (1997),100
43,2.83,Alien 3 (1992),100
722,3.06,I Know What You Did Last Summer (1997),100
1024,3.55,Muriel's Wedding (1994),100
58,3.53535353535354,"American Werewolf in London, An (1981)",99
1257,3.06122448979592,Romy and Michele's High School Reunion (1997),98
420,3.10204081632653,Dirty Dancing (1987),98
1416,3.81632653061225,"Streetcar Named Desire, A (1951)",98
383,3.93814432989691,"Day the Earth Stood Still, The (1951)",97
407,3.45360824742268,Desperado (1995),97
1380,3.80412371134021,"Spitfire Grill, The (1996)",97
315,3.38144329896907,"Client, The (1994)",97
310,3.79166666666667,"City of Lost Children, The (1995)",96
519,3.11458333333333,Fierce Creatures (1997),96
1012,3.94791666666667,"Mrs. Brown (Her Majesty, Mrs. Brown) (1997)",96
793,3.3125,Jumanji (1995),96
1353,3.05263157894737,So I Married an Axe Murderer (1993),95
230,3.72631578947368,Breakfast at Tiffany's (1961),95
954,3.21052631578947,Matilda (1996),95
1035,3.97849462365591,My Life as a Dog (Mitt liv som hund) (1985),93
1367,2.7741935483871,Space Jam (1996),93
442,4,Duck Soup (1933),93
316,3.02150537634409,Cliffhanger (1993),93
6,3.2258064516129,2 Days in the Valley (1996),93
1582,2.39784946236559,"Very Brady Sequel, A (1996)",93
1247,3.56521739130435,Rob Roy (1995),92
994,2.81521739130435,Money Talks (1997),92
1236,3.55434782608696,"Return of the Pink Panther, The (1974)",92
1559,3.45652173913043,"Unbearable Lightness of Being, The (1988)",92
403,3.15217391304348,Demolition Man (1993),92
973,3.45652173913043,Michael Collins (1996),92
570,3.1195652173913,From Dusk Till Dawn (1996),92
275,3.64835164835165,Casino (1995),91
466,3.24175824175824,Escape from New York (1981),91
465,2.46153846153846,Escape from L.A. (1996),91
137,2.65934065934066,Bean (1997),91
920,3.76923076923077,"Madness of King George, The (1994)",91
938,3.76923076923077,Manhattan (1979),91
1261,3.88888888888889,Rosencrantz and Guildenstern Are Dead (1990),90
1072,3.12222222222222,Nixon (1995),90
652,4.01111111111111,Hamlet (1996),90
1218,3.85555555555556,Rebel Without a Cause (1955),90
554,3.03333333333333,Four Rooms (1995),90
476,3.51685393258427,Evil Dead II (1987),89
641,3.48314606741573,"Grifters, The (1990)",89
1239,3.8314606741573,Richard III (1995),89
1489,3.30337078651685,"Three Musketeers, The (1993)",89
982,3.65168539325843,Miller's Crossing (1990),89
683,4.10227272727273,High Noon (1952),88
767,3.14942528735632,"Jackal, The (1997)",87
1411,3.26436781609195,Strange Days (1995),87
21,2.81609195402299,Addams Family Values (1993),87
1505,3.27586206896552,To Die For (1995),87
527,3.02325581395349,First Knight (1995),86
140,2.31395348837209,"Beautician and the Beast, The (1997)",86
246,3.72093023255814,Bullets Over Broadway (1994),86
262,3.52325581395349,Cape Fear (1962),86
1032,3.16279069767442,My Fellow Americans (1996),86
342,3.30232558139535,Copycat (1995),86
1571,3.18823529411765,Up Close and Personal (1996),85
794,3.56470588235294,"Jungle Book, The (1994)",85
201,3.74117647058824,Bob Roberts (1992),85
1096,3.38823529411765,"Omen, The (1976)",85
1624,3.4,White Squall (1996),85
563,3.33333333333333,French Kiss (1995),84
1020,2.76190476190476,Muppet Treasure Island (1996),84
97,3.03614457831325,"Arrival, The (1996)",83
1486,4.06024096385542,Three Colors: Red (1994),83
799,2.81707317073171,"Juror, The (1996)",82
1018,2.8780487804878,Mulholland Falls (1996),82
337,3.02439024390244,"Cook the Thief His Wife & Her Lover, The (1989)",82
1362,3.42682926829268,Somewhere in Time (1980),82
1338,3.63414634146342,Sleeper (1973),82
1446,3.32926829268293,"Sword in the Stone, The (1963)",82
1277,3.09756097560976,"Santa Clause, The (1994)",82
858,3.45679012345679,Legends of the Fall (1994),81
41,3.66666666666667,Alice in Wonderland (1951),81
1045,3.48148148148148,Nell (1994),81
361,3.79012345679012,Crumb (1994),81
1153,2.96296296296296,Picture Perfect (1997),81
760,4.01234567901235,It Happened One Night (1934),81
729,3.32098765432099,I.Q. (1994),81
1528,4.1,"Treasure of the Sierra Madre, The (1948)",80
449,4.05,Eat Drink Man Woman (1994),80
289,2.7,Chain Reaction (1996),80
976,3.1625,Midnight in the Garden of Good and Evil (1997),80
1143,2.575,"Phantom, The (1996)",80
930,4.025,"Man Who Would Be King, The (1975)",80
159,3.56962025316456,Better Off Dead... (1985),79
1294,3.54430379746835,"Secret Garden, The (1993)",79
1192,3.41772151898734,Pump Up the Volume (1990),79
423,3.34177215189873,Dolores Claiborne (1994),79
306,3.13924050632911,City Hall (1996),79
947,3.58974358974359,Marvin's Room (1996),78
1311,3.93589743589744,Shadowlands (1993),78
1215,2.96103896103896,Reality Bites (1994),77
1584,3.33766233766234,Victor/Victoria (1982),77
359,3.33766233766234,"Crucible, The (1996)",77
229,3.4025974025974,Breakdown (1997),77
222,2.80263157894737,"Brady Bunch Movie, The (1995)",76
424,3.55263157894737,Don Juan DeMarco (1995),76
303,3.48684210526316,Circle of Friends (1995),76
1638,3.68,"Wings of the Dove, The (1997)",75
1639,3.8,Winnie the Pooh and the Blustery Day (1968),75
1577,2.4,Vegas Vacation (1997),75
1250,3.22666666666667,Robin Hood: Prince of Thieves (1991),75
1349,3.62162162162162,Smoke (1995),74
231,3.72972972972973,Breaking the Waves (1996),74
1336,3.77027027027027,Six Degrees of Separation (1993),74
1307,2.56756756756757,Sgt. Bilko (1996),74
1124,3.0958904109589,"Parent Trap, The (1961)",73
174,4.02739726027397,"Big Sleep, The (1946)",73
241,3.45205479452055,"Brothers McMullen, The (1995)",73
1320,3.01369863013699,She's the One (1996),73
673,3.26027397260274,Heavy Metal (1981),73
696,2.93150684931507,Hoodlum (1997),73
1304,3.54166666666667,"Seventh Seal, The (Sjunde inseglet, Det) (1957)",72
1111,3.61111111111111,Othello (1995),72
1480,4.33333333333333,"Third Man, The (1949)",72
77,3.41666666666667,Angels and Insects (1995),72
7,3.5,"20,000 Leagues Under the Sea (1954)",72
408,3.31944444444444,Desperate Measures (1998),72
1607,3.48611111111111,"Wedding Singer, The (1998)",72
1295,3.85915492957746,"Secret of Roan Inish, The (1994)",71
1478,3.15492957746479,Things to Do in Denver when You're Dead (1995),71
710,3.33802816901408,How to Make an American Quilt (1995),71
413,2.88732394366197,Diabolique (1996),71
1233,3.46478873239437,Restoration (1995),71
765,3.14285714285714,Jack (1996),70
458,3.92857142857143,Enchanted April (1991),70
1210,4.1,Ran (1985),70
671,3.67142857142857,Heavenly Creatures (1994),70
828,2.63768115942029,Kull the Conqueror (1997),69
85,3.95652173913043,Antonia's Line (1995),69
959,2.18840579710145,McHale's Navy (1997),69
298,4.05797101449275,"Christmas Carol, A (1938)",69
204,2.97101449275362,Body Snatchers (1993),69
609,3.46376811594203,Glengarry Glen Ross (1992),69
1041,2.78260869565217,Naked Gun 33 1/3: The Final Insult (1994),69
443,3,Dumb & Dumber (1994),69
1254,4.10294117647059,Roman Holiday (1953),68
931,3.54411764705882,"Man Without a Face, The (1993)",68
1172,2.92647058823529,"Preacher's Wife, The (1996)",68
701,2.76470588235294,Hot Shots! Part Deux (1993),68
339,3.16176470588235,Cool Runnings (1993),68
414,4,Dial M for Murder (1954),68
235,3.83823529411765,Bringing Up Baby (1938),68
548,3.83582089552239,Forbidden Planet (1956),67
1646,2.70149253731343,Wolf (1994),67
1420,2.23880597014925,Striptease (1996),67
1182,2.95522388059701,Private Benjamin (1980),67
26,3.7910447761194,"Adventures of Robin Hood, The (1938)",67
234,3.16417910447761,"Bridges of Madison County, The (1995)",67
1327,3.77611940298507,Short Cuts (1993),67
1598,4.44776119402985,Wallace & Gromit: The Best of Aardman Animation (1996),67
1200,4.02985074626866,"Quiet Man, The (1952)",67
71,3.42424242424242,Anastasia (1997),66
1316,3.81818181818182,Shallow Grave (1994),66
46,4.04545454545455,All About Eve (1950),66
368,3.81818181818182,Cyrano de Bergerac (1990),66
629,4.10606060606061,"Grand Day Out, A (1992)",66
987,3.36363636363636,"Mirror Has Two Faces, The (1996)",66
738,3.71212121212121,In the Company of Men (1997),66
1515,2.90909090909091,Tommy Boy (1995),66
680,3.51515151515152,Hercules (1997),66
1217,3.96969696969697,Rebecca (1940),66
422,3.72727272727273,Diva (1981),66
775,2.66666666666667,Jaws 2 (1978),66
401,3.87692307692308,Delicatessen (1991),65
398,3.4,Deconstructing Harry (1997),65
260,2.72307692307692,Candyman (1992),65
1433,3.53846153846154,Supercop (1992),65
851,2.44615384615385,"Lawnmower Man, The (1992)",65
812,3.07692307692308,Kids in the Hall: Brain Candy (1996),65
1430,4.2,Sunset Blvd. (1950),65
30,3.38461538461538,"Age of Innocence, The (1993)",65
388,3.46875,Dazed and Confused (1993),64
1062,3.421875,Night of the Living Dead (1968),64
1485,4.015625,Three Colors: Blue (1993),64
469,3.609375,Eve's Bayou (1997),64
1555,3.359375,U Turn (1997),64
1094,3.484375,Old Yeller (1957),64
1265,3.3125,Rudy (1993),64
777,4.109375,Jean de Florette (1986),64
482,3.171875,Extreme Measures (1996),64
494,3.09375,"Fan, The (1996)",64
1270,3.796875,Sabrina (1954),64
1404,3.375,Stealing Beauty (1996),64
881,3.96825396825397,Local Hero (1983),63
772,3.47619047619048,Jane Eyre (1996),63
1593,3.28571428571429,"Walk in the Clouds, A (1995)",63
1393,2.3968253968254,Star Trek V: The Final Frontier (1989),63
733,3.46031746031746,Immortal Beloved (1994),63
87,3.93650793650794,"Apartment, The (1960)",63
551,3.19354838709677,Forget Paris (1995),62
132,2.45161290322581,Batman & Robin (1997),62
1031,3.53225806451613,My Favorite Year (1982),62
279,3.95161290322581,Cat on a Hot Tin Roof (1958),62
695,3.21311475409836,Homeward Bound: The Incredible Journey (1993),61
556,3.14754098360656,"Fox and the Hound, The (1981)",61
1477,4.15,"Thin Man, The (1934)",60
1608,2.61666666666667,Weekend at Bernie's (1989),60
145,3.23333333333333,Bed of Roses (1996),60
1022,3.6,Murder in the First (1995),60
505,3.58333333333333,Father of the Bride (1950),60
1487,3.86440677966102,Three Colors: White (1994),59
802,3.22033898305085,Kalifornia (1993),59
839,2.74576271186441,Last Action Hero (1993),59
1335,2.98305084745763,Sirens (1994),59
1365,3.16949152542373,Soul Food (1997),59
96,3.66101694915254,Around the World in 80 Days (1956),59
448,3.86440677966102,East of Eden (1955),59
10,4.05084745762712,"39 Steps, The (1935)",59
950,3.06779661016949,Mary Shelley's Frankenstein (1994),59
1356,3.66101694915254,Some Kind of Wonderful (1987),59
844,3.44827586206897,"Last Supper, The (1995)",58
1169,3.22413793103448,"Postman, The (1997)",58
1364,3.89655172413793,Sophie's Choice (1982),58
693,3.1551724137931,Home for the Holidays (1995),58
1208,4.1551724137931,Raise the Red Lantern (1991),58
1070,2.93103448275862,Nine Months (1995),58
1223,3.03448275862069,"Ref, The (1994)",58
941,4.12068965517241,Manon of the Spring (Manon des sources) (1986),58
1220,3.3859649122807,Red Corner (1997),57
1637,4,Wings of Desire (1987),57
116,3.10526315789474,Bad Boys (1995),57
123,3.70175438596491,Bananas (1971),57
410,3.3859649122807,Devil in a Blue Dress (1995),57
385,2.7719298245614,Daylight (1996),57
146,3.07017543859649,Bedknobs and Broomsticks (1971),57
758,2.15789473684211,"Island of Dr. Moreau, The (1996)",57
1510,2.89473684210526,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",57
1249,2.58928571428571,Robin Hood: Men in Tights (1993),56
688,4,His Girl Friday (1940),56
284,3.89285714285714,"Celluloid Closet, The (1995)",56
184,2.63636363636364,Black Sheep (1996),55
886,3.72727272727273,Looking for Richard (1996),55
